0.010865	0.004775501		0	0	0
0.010860958	0.004767741		-0.010864415	0.010864415	0.00477493
0.010856917	0.004759994		-0.006193751	0.006193751	0.000879624
0.010852875	0.004752259		-0.009281108	0.009281108	0.002589927
0.010848833	0.004744535		-0.003345825	0.003345825	0.000257586
0.010844791	0.004736826		-0.009592641	0.009592641	0.002947019
0.010840749	0.004729127		-0.006768704	0.006768704	0.001061798
0.010836707	0.004721441		-0.006934101	0.006934101	0.001117409
0.010832666	0.004713768		-0.010319824	0.010319824	0.003854366
0.010828624	0.004706106		-0.010779612	0.010779612	0.004628704
0.010824582	0.004698457		-0.010571104	0.010571104	0.004256345
0.010820541	0.004690822		-0.009700913	0.009700913	0.003051894
0.010816498	0.004683197		-0.009060955	0.009060955	0.002455713
0.010812457	0.004675586		-0.009042594	0.009042594	0.002337315
0.010808415	0.004667986		-0.007967315	0.007967315	0.001530743
0.010804373	0.004660398		-0.010248818	0.010248818	0.003759394
0.010800332	0.004652824		-0.002089371	0.002089371	0.000102317
0.01079629	0.004645261		-0.009209258	0.009209258	0.002499529
0.010792248	0.00463771		-0.010042268	0.010042268	0.003457337
0.010788207	0.004630174		-0.006397588	0.006397588	0.000938087
0.010784164	0.004622648		-0.003064824	0.003064824	0.00021431
0.010780122	0.004615134		-0.003918914	0.003918914	0.000356184
0.010776081	0.004607634		-0.010510935	0.010510935	0.004160772
0.010772039	0.004600145		-0.009823071	0.009823071	0.003189791
0.010767997	0.004592668		-0.008217443	0.008217443	0.001702108
0.010763956	0.004585205		-0.004206399	0.004206399	0.000417586
0.010759914	0.004577753		-0.008956146	0.008956146	0.002267751
0.010755872	0.004570313		-0.009890073	0.009890073	0.003274296
0.01075183	0.004562887		-0.005026863	0.005026863	0.000594484
0.010747788	0.004555472		-0.005186608	0.005186608	0.000627079
0.010743746	0.004548069		-0.00765816	0.00765816	0.001416645
0.010739705	0.00454068		-0.004882893	0.004882893	0.000544957
0.010735663	0.004533302		-0.000781807	0.000781807	2.47E-05
0.010731622	0.004525938		-0.008878992	0.008878992	0.002191424
0.01072758	0.004518585		-0.010109091	0.010109091	0.003562587
0.010723537	0.004511243		-0.006629595	0.006629595	0.001005346
0.010719496	0.004503916		-0.009383385	0.009383385	0.002698838
0.010715454	0.0044966		-0.009540707	0.009540707	0.002857904
0.010711412	0.004489295		-0.010379661	0.010379661	0.003945871
0.010707371	0.004482005		-0.00252489	0.00252489	0.000154273
0.010703329	0.004474726		-0.008303101	0.008303101	0.00178033
0.010699287	0.004467458		-0.006009332	0.006009332	0.000831615
0.010695245	0.004460205		-0.001156624	0.001156624	3.13E-05
0.010691203	0.004452963		-0.009756753	0.009756753	0.003112127
0.010687161	0.004445732		-0.00854871	0.00854871	0.001920141
0.01068312	0.004438516		-0.010434405	0.010434405	0.004092916
0.010679078	0.00443131		-0.007484324	0.007484324	0.001315914
0.010675036	0.004424117		-0.007088328	0.007088328	0.001166151
0.010670995	0.004416938		-0.004024969	0.004024969	0.00038896
0.010666953	0.004409769		-0.003653888	0.003653888	0.000324843
0.01066291	0.004402613		-0.01020036	0.01020036	0.003674385
0.010658869	0.004395471		-0.010845015	0.010845015	0.00475544
0.010654827	0.004388339		-0.005678935	0.005678935	0.000735296
0.010650786	0.004381222		-0.005331801	0.005331801	0.000675789
0.010646744	0.004374115		-0.007187774	0.007187774	0.001193855
0.010642702	0.00436702		-0.010609989	0.010609989	0.004355169
0.010638661	0.004359939		-0.004726589	0.004726589	0.000513959
0.010634618	0.004352869		-0.009481587	0.009481587	0.002793846
0.010630576	0.004345812		-0.008020188	0.008020188	0.001652686
0.010626535	0.004338768		-0.007543449	0.007543449	0.001365448
0.010622493	0.004331735		-0.008802728	0.008802728	0.002124812
0.010618451	0.004324714		-0.00579366	0.00579366	0.00077851
0.01061441	0.004317708		-0.010426683	0.010426683	0.004008506
0.010610368	0.004310712		-0.004363175	0.004363175	0.000459617
0.010606326	0.004303728		-0.002708368	0.002708368	0.000176405
0.010602284	0.004296758		-0.006482298	0.006482298	0.000983149
0.010598242	0.004289799		-0.008443351	0.008443351	0.001877264
0.0105942	0.004282853		-0.010714514	0.010714514	0.004505634
0.010590159	0.00427592		-0.003523062	0.003523062	0.000284763
0.010586117	0.004268998		-0.007805158	0.007805158	0.001465622
0.010582075	0.004262088		-0.008704681	0.008704681	0.002091296
0.010578034	0.004255192		-0.008376012	0.008376012	0.001829818
0.010573992	0.004248307		-0.008630508	0.008630508	0.001984407
0.01056995	0.004241436		-0.00459907	0.00459907	0.000489868
0.010565908	0.004234576		-0.009947729	0.009947729	0.003351463
0.010561866	0.004227728		-0.010131133	0.010131133	0.003626291
0.010557825	0.004220894		-0.010740818	0.010740818	0.004561845
0.010553783	0.00421407		-0.001786481	0.001786481	0.000100009
0.010549741	0.004207259		-0.00588744	0.00588744	0.00081838
0.0105457	0.004200462		-0.009987795	0.009987795	0.003385542
0.010541657	0.004193676		-0.002263647	0.002263647	0.000121893
0.010537615	0.004186902		-0.002321683	0.002321683	0.000147461
0.010533574	0.004180142		-0.007339928	0.007339928	0.001266508
0.010529532	0.004173392		-0.005479108	0.005479108	0.000734698
0.01052549	0.004166655		-0.00729823	0.00729823	0.001254472
